month,agent,A_prev,A_curr,labor_net,transfer,consumption,W_resources,residual,viol_C_neg,viol_C_gt_W,viol_resid
19,0,8967.827795167683,6469.468790324854,369.9581964830199,0.0,8233.86936950436,9337.785991650702,-5365.552168178512,0.0,0.0,1.0
20,0,6469.468790324854,4943.9652863284455,370.93399347368984,0.0,7415.947929492667,6840.402783798544,-5519.510432022568,0.0,1.0,1.0
21,0,4943.9652863284455,10790.229720249108,0.0,0.0,0.0,4943.9652863284455,-5846.264433920663,0.0,0.0,1.0
22,0,10790.229720249108,3978.1914769857704,375.5628092065844,0.0,12597.606343788275,11165.792529455692,-5410.005291318354,0.0,1.0,1.0
23,0,3978.1914769857704,3193.0801648119086,377.9978189990887,0.0,7450.520384561121,4356.189295984859,-6287.411253388171,0.0,1.0,1.0
24,0,3193.0801648119086,10097.841981299132,381.24351708600454,0.0,0.0,3574.323681897913,-6523.518299401219,0.0,0.0,1.0
25,0,10097.841981299132,7218.170852181267,0.0,0.0,9186.76290277616,10097.841981299132,-6307.091773658294,0.0,0.0,1.0
26,0,7218.170852181267,6192.998832494928,0.0,0.0,7270.042107711439,7218.170852181267,-6244.8700880251,0.0,1.0,1.0
27,0,6192.998832494928,5519.612455748016,387.5006416914691,0.0,7024.961307315658,6580.4994741863975,-5964.074288877277,0.0,1.0,1.0
28,0,5519.612455748016,5261.864136488721,391.34511117255727,0.0,6176.970942834587,5910.957566920573,-5527.877512402734,0.0,1.0,1.0
29,0,5261.864136488721,5218.125069856499,392.1113084946944,0.0,6641.250088908272,5653.975444983415,-6205.399713781356,0.0,1.0,1.0
30,0,5218.125069856499,5055.514073828788,392.8224497333235,0.0,6434.290639418459,5610.947519589822,-5878.857193657425,0.0,1.0,1.0
31,0,5055.514073828788,11581.108689716955,395.6432544256217,0.0,0.0,5451.15732825441,-6129.951361462546,0.0,0.0,1.0
32,0,11581.108689716955,7616.9304617654,0.0,0.0,9694.275133155965,11581.108689716955,-5730.096905204409,0.0,0.0,1.0
33,0,7616.9304617654,3927.293426508755,0.0,0.0,9163.684661853766,7616.9304617654,-5474.047626597121,0.0,1.0,1.0
34,0,3927.293426508755,3249.5649811675084,399.7548007117645,0.0,7582.318289390854,4327.04822722052,-6504.835043337843,0.0,1.0,1.0
35,0,3249.5649811675084,1960.7590123167538,400.4671200670797,0.0,7843.036049267015,3650.032101234588,-6153.7629603491805,0.0,1.0,1.0
36,0,1960.7590123167538,2336.6551767163755,0.0,0.0,5452.195412338212,1960.7590123167538,-5828.091576737834,0.0,1.0,1.0
37,0,2336.6551767163755,1647.7156593304371,0.0,0.0,6590.86263732175,2336.6551767163755,-5901.923119935812,0.0,1.0,1.0
38,0,1647.7156593304371,1842.1723579475565,0.0,0.0,5833.545800167261,1647.7156593304371,-6028.002498784381,0.0,1.0,1.0
39,0,1842.1723579475565,2517.245838921315,0.0,0.0,5873.573624149738,1842.1723579475565,-6548.647105123497,0.0,1.0,1.0
40,0,2517.245838921315,1935.0463195260727,401.20944172664974,0.0,6127.646678499232,2918.455280647965,-5144.237717377339,0.0,1.0,1.0
41,0,1935.0463195260727,2089.122177649084,400.9108966589358,0.0,4874.618414514532,2335.9572161850083,-4627.783375978607,0.0,1.0,1.0
42,0,2089.122177649084,2482.434521270532,399.09316656127487,0.0,5792.347216297911,2488.2153442103586,-5786.566393358084,0.0,1.0,1.0
43,0,2482.434521270532,1927.8900963677488,398.70228005408967,0.0,6104.985305164537,2881.136801324622,-5151.738600207664,0.0,1.0,1.0
44,0,1927.8900963677488,2260.495565162024,397.6634876382091,0.0,5274.4896520447255,2325.553584005958,-5209.431633200791,0.0,1.0,1.0
45,0,2260.495565162024,2332.332713240574,0.0,0.0,5442.109664228007,2260.495565162024,-5513.946812306557,0.0,1.0,1.0
46,0,2332.332713240574,1421.416769228772,0.0,0.0,5685.667076915091,2332.332713240574,-4774.751132903289,0.0,1.0,1.0
47,0,1421.416769228772,1332.0321618231883,0.0,0.0,4218.101845773431,1421.416769228772,-4128.717238367847,0.0,1.0,1.0
48,0,1332.0321618231883,1365.8766263801015,387.06678363724734,0.0,5387.620117722209,1719.0989454604355,-5034.397798641875,0.0,1.0,1.0
49,0,1365.8766263801015,1819.51202437163,382.52374985717285,0.0,5761.7880771768305,1748.4003762372743,-5832.899725311187,0.0,1.0,1.0
50,0,1819.51202437163,1929.2355796549118,378.7794727196868,0.0,4501.5496858614615,2198.291497091317,-4232.493768425056,0.0,1.0,1.0
51,0,1929.2355796549118,2027.117122589496,0.0,0.0,4729.939952708824,1929.2355796549118,-4827.8214956434085,0.0,1.0,1.0
52,0,2027.117122589496,1534.4816570273279,372.8105387488892,0.0,6137.926628109314,2399.927661338385,-5272.4806237982575,0.0,1.0,1.0
53,0,1534.4816570273279,1837.1920429649235,0.0,0.0,4286.781433584824,1534.4816570273279,-4589.49181952242,0.0,1.0,1.0
54,0,1837.1920429649235,1328.2119219666383,364.64178043832686,0.0,5312.847687866557,2201.8338234032503,-4439.2257864299445,0.0,1.0,1.0
55,0,1328.2119219666383,1630.999160606856,362.7396521628439,0.0,5164.830675255044,1690.9515741294822,-5104.878261732418,0.0,1.0,1.0
56,0,1630.999160606856,1808.1946912617914,358.68716302854534,0.0,4219.120946277514,1989.6863236354015,-4037.629313903904,0.0,1.0,1.0
57,0,1808.1946912617914,1755.9039006842313,0.0,0.0,5560.362352166733,1808.1946912617914,-5508.071561589173,0.0,1.0,1.0
58,0,1755.9039006842313,1861.399422126019,0.0,0.0,4343.265318294047,1755.9039006842313,-4448.760839735834,0.0,1.0,1.0
59,0,1861.399422126019,1520.1648590218101,350.872335059927,0.0,4813.855386902399,2212.271757185946,-4121.748488738263,0.0,1.0,1.0
60,0,1520.1648590218101,1793.717429661352,0.0,0.0,4185.340669209822,1520.1648590218101,-4458.893239849364,0.0,1.0,1.0
61,0,1793.717429661352,1621.566836448429,343.26416521775263,0.0,5134.961648753359,2136.9815948791047,-4619.546890322684,0.0,1.0,1.0
62,0,1621.566836448429,1713.8431433258006,0.0,0.0,3998.967334426869,1621.566836448429,-4091.2436413042406,0.0,1.0,1.0
63,0,1713.8431433258006,1898.538354025126,0.0,0.0,4429.92282605863,1713.8431433258006,-4614.6180367579545,0.0,1.0,1.0
64,0,1898.538354025126,1533.820204902484,0.0,0.0,4857.097315524533,1898.538354025126,-4492.379166401891,0.0,1.0,1.0
65,0,1533.820204902484,1858.947873975817,337.6418100789655,0.0,4337.545039276906,1871.4620149814496,-4325.030898271274,0.0,1.0,1.0
66,0,1858.947873975817,1732.9166030509427,0.0,0.0,4043.4720737855337,1858.947873975817,-3917.4408028606595,0.0,1.0,1.0
67,0,1732.9166030509427,3631.5311703208886,337.43539756749846,0.0,3631.5311703208886,2070.3520006184413,-5192.710340023335,0.0,1.0,1.0
68,0,3631.5311703208886,3897.2986040423857,0.0,0.0,3897.2986040423857,3631.5311703208886,-4163.066037763883,0.0,1.0,1.0
69,0,3897.2986040423857,4604.743463743503,337.8851369592655,0.0,4604.743463743503,4235.1837410016515,-4974.303186485354,0.0,1.0,1.0
70,0,4604.743463743503,2648.6635839459104,0.0,0.0,6180.215029207126,4604.743463743503,-4224.135149409533,0.0,1.0,1.0
71,0,2648.6635839459104,3927.764296099052,0.0,0.0,3927.764296099052,2648.6635839459104,-5206.865008252194,0.0,1.0,1.0
72,0,3927.764296099052,4510.314892983928,339.65018963808404,0.0,4510.314892983928,4267.414485737136,-4753.2153002307205,0.0,1.0,1.0
73,0,4510.314892983928,10604.458116444137,339.83555409999803,0.0,0.0,4850.150447083926,-5754.307669360211,0.0,0.0,1.0
74,0,10604.458116444137,8243.983298940442,343.7812199242044,0.0,8243.983298940442,10948.23933636834,-5539.727261512544,0.0,0.0,1.0
75,0,8243.983298940442,6127.70640364367,347.28097771011755,0.0,7798.899059182853,8591.26427665056,-5335.341186175963,0.0,0.0,1.0
76,0,6127.70640364367,4795.957960211099,349.477901369219,0.0,7193.936940316647,6477.184305012888,-5512.710595514858,0.0,1.0,1.0
77,0,4795.957960211099,10905.544708472546,352.7719794113183,0.0,0.0,5148.729939622417,-5756.8147688501285,0.0,0.0,1.0
78,0,10905.544708472546,6683.780031529788,352.9066598686193,0.0,10025.670047294681,11258.451368341164,-5450.998710483305,0.0,0.0,1.0
79,0,6683.780031529788,5441.602937981467,353.40704653568633,0.0,6925.67646652187,7037.187078065474,-5330.0923264378625,0.0,0.0,1.0
80,0,5441.602937981467,11316.545361645329,357.72323856571745,0.0,0.0,5799.326176547184,-5517.219185098144,0.0,0.0,1.0
81,0,11316.545361645329,17323.50351418734,358.77834222861424,0.0,0.0,11675.323703873943,-5648.179810313399,0.0,0.0,1.0
82,0,17323.50351418734,12134.385637559071,359.65115694911265,0.0,11200.971357746834,17683.154671136454,-5652.2023241694515,0.0,0.0,1.0
83,0,12134.385637559071,9196.36521427241,363.0610417113218,0.0,9196.36521427241,12497.446679270393,-5895.283749274426,0.0,0.0,1.0
84,0,9196.36521427241,6865.958765170688,364.8905589751653,0.0,8738.492973853607,9561.255773247574,-6043.19596577672,0.0,0.0,1.0
85,0,6865.958765170688,4773.685975525972,0.0,0.0,8486.552845379509,6865.958765170688,-6394.280055734793,0.0,1.0,1.0
86,0,4773.685975525972,11139.360111426668,368.97538611704846,0.0,0.0,5142.66136164302,-5996.698749783647,0.0,0.0,1.0
87,0,11139.360111426668,8786.172679676592,373.05955336832346,0.0,8786.172679676592,11512.41966479499,-6059.925694558195,0.0,0.0,1.0
88,0,8786.172679676592,6889.617721161438,374.8066559029718,0.0,8768.604372387288,9160.979335579565,-6497.242757969161,0.0,0.0,1.0
89,0,6889.617721161438,5644.8844213816155,0.0,0.0,7184.398354485695,6889.617721161438,-5939.6650547058725,0.0,1.0,1.0
90,0,5644.8844213816155,6090.915124013536,376.51482491601286,0.0,6090.915124013536,6021.399246297628,-6160.431001729444,0.0,1.0,1.0
91,0,6090.915124013536,6383.153520287968,381.9765873436311,0.0,6383.153520287968,6472.891711357167,-6293.415329218768,0.0,0.0,1.0
92,0,6383.153520287968,5584.3862598410105,0.0,0.0,7107.400694343107,6383.153520287968,-6308.63343389615,0.0,1.0,1.0
93,0,5584.3862598410105,12598.845717275904,387.60806413799855,0.0,0.0,5971.994323979009,-6626.851393296895,0.0,0.0,1.0
94,0,12598.845717275904,19528.92642124398,388.55925544907876,0.0,0.0,12987.404972724984,-6541.521448518997,0.0,0.0,1.0
95,0,19528.92642124398,10384.759952023038,0.0,0.0,15577.139928034556,19528.92642124398,-6432.9734588136125,0.0,0.0,1.0
96,0,10384.759952023038,5421.684244246236,391.8564099755644,0.0,12403.939133173337,10776.616361998602,-7049.007015420971,0.0,1.0,1.0
97,0,5421.684244246236,12998.171166751727,394.86315974269615,0.0,0.0,5816.547403988932,-7181.623762762794,0.0,0.0,1.0
98,0,12998.171166751727,6110.248564469464,397.11848581428467,0.0,14257.246650428755,13395.28965256601,-6972.2055623322085,0.0,1.0,1.0
99,0,6110.248564469464,4065.3881910892032,0.0,0.0,8638.94990606456,6110.248564469464,-6594.089532684298,0.0,1.0,1.0
100,0,4065.3881910892032,3865.0935914020693,399.7313712503208,0.0,6871.277495825902,4465.119562339524,-6271.251524888447,0.0,1.0,1.0
101,0,3865.0935914020693,3598.729013346402,399.0623510305917,0.0,7647.299153361105,4264.155942432661,-6981.872224274846,0.0,1.0,1.0
102,0,3598.729013346402,3304.2896637973263,398.57044940183323,0.0,6414.209347371281,3997.2994627482353,-5721.199548420373,0.0,1.0,1.0
103,0,3304.2896637973263,2615.9915205507496,398.0542539961755,0.0,6726.835338559069,3702.3439177935015,-5640.482941316317,0.0,1.0,1.0
104,0,2615.9915205507496,2728.0061006933547,396.44454013464303,0.0,5797.012963973381,3012.4360606853925,-5512.583003981344,0.0,1.0,1.0
105,0,2728.0061006933547,2418.4394436947414,0.0,0.0,6218.844283786476,2728.0061006933547,-5909.277626787863,0.0,1.0,1.0
106,0,2418.4394436947414,3011.2424608494566,392.66730153475714,0.0,6398.890229305098,2811.1067452294983,-6599.025944925056,0.0,1.0,1.0
107,0,3011.2424608494566,2452.2477687772644,392.3554648309107,0.0,5721.911460480286,3403.5979256803676,-4770.561303577183,0.0,1.0,1.0
108,0,2452.2477687772644,1987.50244204405,384.4764777139974,0.0,5872.948884257765,2836.7242464912615,-5023.727079810553,0.0,1.0,1.0
109,0,1987.50244204405,2196.1888131329897,0.0,0.0,5124.440563976978,1987.50244204405,-5333.126935065919,0.0,1.0,1.0
110,0,2196.1888131329897,1741.8895223015234,377.45951532146256,0.0,6967.558089206094,2573.6483284544524,-6135.799283053165,0.0,1.0,1.0
111,0,1741.8895223015234,2219.948719089919,0.0,0.0,5179.880344543146,1741.8895223015234,-5657.9395413315415,0.0,1.0,1.0
112,0,2219.948719089919,1818.722505299812,0.0,0.0,5759.287933449405,2219.948719089919,-5358.0617196592975,0.0,1.0,1.0
113,0,1818.722505299812,2122.9367828953827,0.0,0.0,4953.519160089228,1818.722505299812,-5257.733437684798,0.0,1.0,1.0
114,0,2122.9367828953827,1621.2898486943104,0.0,0.0,5134.084520865316,2122.9367828953827,-4632.437586664244,0.0,1.0,1.0
115,0,1621.2898486943104,1370.4009277220803,360.58517347605704,0.0,5481.603710888322,1981.8750221703674,-4870.129616440035,0.0,1.0,1.0
116,0,1370.4009277220803,1710.2066647004494,358.3359280282735,0.0,5415.654438218092,1728.7368557503537,-5397.124247168187,0.0,1.0,1.0
117,0,1710.2066647004494,1901.5655659735621,354.7940116333389,0.0,4436.986320604979,2065.0006763337883,-4273.551210244752,0.0,1.0,1.0
118,0,1901.5655659735621,1691.6514838278235,351.21997605112773,0.0,5356.896365454773,2252.7855420246897,-4795.762307257907,0.0,1.0,1.0
119,0,1691.6514838278235,2158.817799227969,0.0,0.0,5037.24153153193,1691.6514838278235,-5504.407846932076,0.0,1.0,1.0
120,0,2158.817799227969,2808.284211061359,0.0,0.0,4212.426316592039,2158.817799227969,-4861.89272842543,0.0,1.0,1.0
121,0,2808.284211061359,2543.8267914152393,343.85558834839094,0.0,5935.59584663556,3152.13979940975,-5327.282838641049,0.0,1.0,1.0
122,0,2543.8267914152393,2410.071117364826,341.62149507564425,0.0,5623.499273851262,2885.4482864908837,-5148.122104725204,0.0,1.0,1.0
123,0,2410.071117364826,2251.433086253769,0.0,0.0,5253.343867925464,2410.071117364826,-5094.705836814407,0.0,1.0,1.0
124,0,2251.433086253769,1441.153456316788,338.4492781748033,0.0,5764.6138252671535,2589.882364428572,-4615.884917155369,0.0,1.0,1.0
125,0,1441.153456316788,1934.3401961119262,0.0,0.0,4513.460457594496,1441.153456316788,-5006.647197389634,0.0,1.0,1.0
126,0,1934.3401961119262,2298.4677559323177,0.0,0.0,3447.7016338984763,1934.3401961119262,-3811.829193718868,0.0,1.0,1.0
127,0,2298.4677559323177,2321.49878456213,338.05625650261476,0.0,5416.830497311638,2636.5240124349325,-5101.805269438835,0.0,1.0,1.0
128,0,2321.49878456213,2588.5160627535743,338.10500460220226,0.0,5500.596633351348,2659.6037891643323,-5429.508906940589,0.0,1.0,1.0
129,0,2588.5160627535743,2569.597722189518,340.4041617488758,0.0,5995.728018442212,2928.92022450245,-5636.40551612928,0.0,1.0,1.0
130,0,2569.597722189518,8292.633501018576,341.51005199826534,0.0,0.0,2911.1077741877834,-5381.525726830792,0.0,0.0,1.0
131,0,8292.633501018576,4586.282016475605,343.07425281895814,0.0,9745.849285010665,8635.707753837534,-5696.423547648736,0.0,1.0,1.0
132,0,4586.282016475605,3104.9304111336496,0.0,0.0,7244.837625978518,4586.282016475605,-5763.486020636563,0.0,1.0,1.0
133,0,3104.9304111336496,8406.517298069002,0.0,0.0,0.0,3104.9304111336496,-5301.586886935353,0.0,0.0,1.0
134,0,8406.517298069002,6927.197282351105,0.0,0.0,6927.197282351105,8406.517298069002,-5447.877266633208,0.0,0.0,1.0
135,0,6927.197282351105,12835.286204543834,0.0,0.0,0.0,6927.197282351105,-5908.088922192729,0.0,0.0,1.0
136,0,12835.286204543834,11510.638473493902,355.3176382208111,0.0,7673.758982329269,13190.603842764645,-5993.793613058526,0.0,0.0,1.0
137,0,11510.638473493902,7886.814595783826,358.65543395309487,0.0,10037.7640309976,11869.293907446998,-6055.284719334428,0.0,0.0,1.0
138,0,7886.814595783826,5508.458143626678,359.6862040548636,0.0,8262.687215440017,8246.50079983869,-5524.644559228005,0.0,1.0,1.0
139,0,5508.458143626678,5032.361281628572,0.0,0.0,6404.823449345457,5508.458143626678,-5928.726587347352,0.0,1.0,1.0
140,0,5032.361281628572,11051.185660145202,0.0,0.0,0.0,5032.361281628572,-6018.82437851663,0.0,0.0,1.0
141,0,11051.185660145202,17443.080554562453,368.7218949356491,0.0,0.0,11419.90755508085,-6023.172999481603,0.0,0.0,1.0
142,0,17443.080554562453,23656.07442228574,370.7849081827443,0.0,0.0,17813.865462745198,-5842.208959540541,0.0,0.0,1.0
143,0,23656.07442228574,14838.188783747168,0.0,0.0,14838.188783747168,23656.07442228574,-6020.303145208596,0.0,0.0,1.0
144,0,14838.188783747168,6344.462934410631,372.075192023853,0.0,14803.746846958145,15210.26397577102,-5937.945805597756,0.0,0.0,1.0
145,0,6344.462934410631,4109.8845100013,372.642259412275,0.0,8733.504583752765,6717.105193822906,-6126.28389993116,0.0,1.0,1.0
146,0,4109.8845100013,3240.4488861881855,373.5744028008215,0.0,7561.047401105769,4483.458912802122,-6318.037374491832,0.0,1.0,1.0
147,0,3240.4488861881855,2909.349900342695,0.0,0.0,6182.368538228227,3240.4488861881855,-5851.269552382737,0.0,1.0,1.0
148,0,2909.349900342695,9578.19459794019,374.60272869030797,0.0,0.0,3283.952629033003,-6294.241968907187,0.0,0.0,1.0
149,0,9578.19459794019,5260.527391780239,374.40641644250104,0.0,11178.620707533008,9952.601014382692,-6486.547084930555,0.0,1.0,1.0
150,0,5260.527391780239,3356.710139311038,374.3939445025662,0.0,7832.323658392425,5634.921336282805,-5554.112461420658,0.0,1.0,1.0
151,0,3356.710139311038,2287.947739992831,374.40053155517637,0.0,7245.1678433106335,3731.110670866214,-5802.004912437251,0.0,1.0,1.0
152,0,2287.947739992831,1519.3772899065825,0.0,0.0,6077.509159626332,2287.947739992831,-5308.938709540083,0.0,1.0,1.0
153,0,1519.3772899065825,1843.3428357061157,369.6914728231393,0.0,5837.252313069368,1889.0687627297218,-5791.526386045762,0.0,1.0,1.0
154,0,1843.3428357061157,2033.412651139969,367.11314057463966,0.0,4744.629519326597,2210.4559762807553,-4567.586194185811,0.0,1.0,1.0
155,0,2033.412651139969,2121.025983708122,0.0,0.0,4949.060628652285,2033.412651139969,-5036.673961220438,0.0,1.0,1.0
156,0,2121.025983708122,1996.2845023639836,361.15945785619584,0.0,6068.61652459113,2482.185441564318,-5582.715585390795,0.0,1.0,1.0
157,0,1996.2845023639836,1978.133996932861,356.2580442095393,0.0,4615.645992843344,2352.542546573523,-4241.237443202683,0.0,1.0,1.0
158,0,1978.133996932861,2303.9008681830264,352.2198819719401,0.0,5375.768692427064,2330.353878904801,-5349.3156817052895,0.0,1.0,1.0
159,0,2303.9008681830264,1976.748857260818,0.0,0.0,4612.414000275244,2303.9008681830264,-4285.2619893530355,0.0,1.0,1.0
160,0,1976.748857260818,1832.8621005434916,339.11607678748175,0.0,5804.0633183877235,2315.8649340483,-5321.060484882915,0.0,1.0,1.0
161,0,1832.8621005434916,1929.2902342121124,332.98487035679034,0.0,4501.677213161598,2165.846970900282,-4265.120476473428,0.0,1.0,1.0
162,0,1929.2902342121124,2263.7152580693173,329.90771073935736,0.0,5282.002268828409,2259.1979449514697,-5286.519581946257,0.0,1.0,1.0
163,0,2263.7152580693173,1742.096259665438,326.3979991997905,0.0,5516.63815560722,2590.1132572691076,-4668.621158003551,0.0,1.0,1.0
164,0,1742.096259665438,1890.2003426488418,0.0,0.0,4410.467466180631,1742.096259665438,-4558.571549164035,0.0,1.0,1.0
165,0,1890.2003426488418,1294.3222031361938,0.0,0.0,4098.686976597949,1890.2003426488418,-3502.808837085301,0.0,1.0,1.0
166,0,1294.3222031361938,1926.421457271921,311.8464048010436,0.0,4494.98340030115,1606.1686079372375,-4815.236249635834,0.0,1.0,1.0
167,0,1926.421457271921,2125.4183568429244,0.0,0.0,4959.309499300158,1926.421457271921,-5158.306398871161,0.0,1.0,1.0
168,0,2125.4183568429244,2843.679243285048,0.0,0.0,4265.5188649275715,2125.4183568429244,-4983.779751369695,0.0,1.0,1.0
169,0,2843.679243285048,2206.0422468646548,0.0,0.0,5147.431909350862,2843.679243285048,-4509.794912930469,0.0,1.0,1.0
170,0,2206.0422468646548,1271.7444817355408,303.01264557990083,0.0,5086.977926942165,2509.0548924445557,-3849.6675162331503,0.0,1.0,1.0
171,0,1271.7444817355408,1450.3844199896366,299.73917248087207,0.0,4592.88399663385,1571.483654216413,-4471.784762407074,0.0,1.0,1.0
172,0,1450.3844199896366,1751.7976446022062,0.0,0.0,4087.527837405149,1450.3844199896366,-4388.941062017719,0.0,1.0,1.0
173,0,1751.7976446022062,1682.8981137001883,0.0,0.0,3926.76226530044,1751.7976446022062,-3857.862734398422,0.0,1.0,1.0
174,0,1682.8981137001883,1464.006985383182,289.94270656306946,0.0,4636.022120380076,1972.8408202632577,-4127.1882855,0.0,1.0,1.0
175,0,1464.006985383182,1624.3833748809552,287.94028587609824,0.0,3790.2278747222304,1751.9472712592801,-3662.6639783439055,0.0,1.0,1.0
176,0,1624.3833748809552,1699.8962783491716,0.0,0.0,3966.4246494814015,1624.3833748809552,-4041.937552949618,0.0,1.0,1.0
177,0,1699.8962783491716,1019.737854058556,0.0,0.0,4078.9514162342257,1699.8962783491716,-3398.79299194361,0.0,1.0,1.0
178,0,1019.737854058556,1112.3293103166907,0.0,0.0,3522.376149336187,1019.737854058556,-3614.967605594322,0.0,1.0,1.0
179,0,1112.3293103166907,1676.8060324162898,280.6663764362272,0.0,3912.5474089713434,1392.995686752918,-4196.357754634715,0.0,1.0,1.0
180,0,1676.8060324162898,1376.8298142940112,0.0,0.0,4359.961078597702,1676.8060324162898,-4059.9848604754234,0.0,1.0,1.0
181,0,1376.8298142940112,1041.2344582276182,0.0,0.0,4164.937832910473,1376.8298142940112,-3829.34247684408,0.0,1.0,1.0
182,0,1041.2344582276182,1575.6256443891912,281.80065814696366,0.0,3676.4598369081136,1323.0351163745818,-3929.050364922723,0.0,1.0,1.0
183,0,1575.6256443891912,1331.8209925086112,282.98330031168325,0.0,5327.283970034446,1858.6089447008744,-4800.4960178421825,0.0,1.0,1.0
184,0,1331.8209925086112,1939.1711078477001,283.5917282789971,0.0,4524.732584977968,1615.4127207876084,-4848.49097203806,0.0,1.0,1.0
185,0,1939.1711078477001,2372.4033802964423,284.33886833715616,0.0,4217.6060094158975,2223.5099761848564,-4366.499413527483,0.0,1.0,1.0
186,0,2372.4033802964423,2193.1240569953998,284.35627826494846,0.0,4660.388621115227,2656.7596585613906,-4196.753019549236,0.0,1.0,1.0
187,0,2193.1240569953998,2061.4096964245264,285.99955148161087,0.0,4809.955958323895,2479.1236084770107,-4392.242046271411,0.0,1.0,1.0
188,0,2061.4096964245264,7436.312432065979,288.864551016678,0.0,0.0,2350.2742474412044,-5086.038184624775,0.0,0.0,1.0
189,0,7436.312432065979,3690.825186061764,291.9001732345802,0.0,8611.925434144116,7728.2126053005595,-4574.53801490532,0.0,1.0,1.0
190,0,3690.825186061764,8687.782040421476,292.49295136379317,0.0,0.0,3983.318137425557,-4704.46390299592,0.0,0.0,1.0
191,0,8687.782040421476,4020.343571266194,0.0,0.0,9380.801666287787,8687.782040421476,-4713.363197132505,0.0,1.0,1.0
192,0,4020.343571266194,2218.6696101741873,298.83803789443135,0.0,7025.787098884928,4319.181609160625,-4925.27509989849,0.0,1.0,1.0
193,0,2218.6696101741873,2109.497071444791,300.0677853872229,0.0,4922.15983337118,2518.7373955614103,-4512.919509254561,0.0,1.0,1.0
194,0,2109.497071444791,7669.640011231546,300.4304671484492,0.0,0.0,2409.92753859324,-5259.712472638306,0.0,0.0,1.0
195,0,7669.640011231546,3796.3109508635334,301.7082239391606,0.0,8858.058885348246,7971.348235170706,-4683.021601041073,0.0,1.0,1.0
196,0,3796.3109508635334,8468.047401072621,303.42765656939963,0.0,0.0,4099.738607432933,-4368.308793639688,0.0,0.0,1.0
197,0,8468.047401072621,4118.220547822128,0.0,0.0,9609.181278251632,8468.047401072621,-5259.354425001138,0.0,1.0,1.0
198,0,4118.220547822128,2814.3028558971146,0.0,0.0,6566.706663759936,4118.220547822128,-5262.788971834923,0.0,1.0,1.0
199,0,2814.3028558971146,8126.91200444392,0.0,0.0,0.0,2814.3028558971146,-5312.609148546805,0.0,0.0,1.0
200,0,8126.91200444392,8107.827509385285,310.41358503883674,0.0,5405.218339590191,8437.325589482756,-5075.72025949272,0.0,0.0,1.0
201,0,8107.827509385285,6666.05103310091,0.0,0.0,6666.05103310091,8107.827509385285,-5224.274556816535,0.0,0.0,1.0
202,0,6666.05103310091,8360.76606968226,0.0,0.0,3583.185458435254,6666.05103310091,-5277.9004950166045,0.0,0.0,1.0
